text,debts,funeral_expenses,bequests,wife,husband,son,daughter,father,mother,brother,sister,grandchild
"The estate is worth $212,157.25. There are debts of $43,024.42. Funeral expenses amount to $6,110.44. A bequest of $51,444.18 was specified. The survivors include a husband, 5 sons, 3 daughters, a father, 2 brothers, 2 sisters.",43024.42,6110.44,51444.18,0,1,5,3,1,0,2,2,0
"The estate is worth $142,637.50. There are debts of $31,037.38. Funeral expenses amount to $7,390.27. A bequest of $7,615.07 was specified. The survivors include a wife, 3 sons, 2 daughters, a father, a mother, 3 brothers, 1 sisters.",31037.38,7390.27,7615.07,1,0,3,2,1,1,3,1,0
"The estate is worth $914,156.89. There are debts of $182,671.49. Funeral expenses amount to $4,005.79. A bequest of $227,513.76 was specified. The survivors include a wife, 3 sons, 5 daughters, 1 brothers, 2 sisters.",182671.49,4005.79,227513.76,1,0,3,5,0,0,1,2,0
"The estate is worth $764,616.67. There are debts of $150,906.02. Funeral expenses amount to $2,893.70. A bequest of $173,588.48 was specified. The survivors include 5 daughters, a father, a mother, 2 brothers.",150906.02,2893.7,173588.48,0,0,0,5,1,1,2,0,0
"The estate is worth $80,406.04. There are debts of $19,062.31. Funeral expenses amount to $1,216.16. A bequest of $3,624.13 was specified. The survivors include 3 sons, 5 daughters, a father, a mother.",19062.31,1216.16,3624.13,0,0,3,5,1,1,0,0,0
"The estate is worth $168,822.31. There are debts of $19,423.10. Funeral expenses amount to $1,479.12. A bequest of $12,987.51 was specified. The survivors include 1 sons, 1 daughters, 1 brothers, 2 sisters, 2 grandchildren.",19423.1,1479.12,12987.51,0,0,1,1,0,0,1,2,2
"The estate is worth $174,664.74. There are debts of $13,496.78. Funeral expenses amount to $4,126.89. A bequest of $7,231.67 was specified. The survivors include a husband, a father, 1 brothers, 1 sisters, 2 grandchildren.",13496.78,4126.89,7231.67,0,1,0,0,1,0,1,1,2
"The estate is worth $321,025.38. There are debts of $58,586.92. Funeral expenses amount to $7,916.36. A bequest of $76,876.97 was specified. The survivors include a wife, a husband, 4 sons, 1 daughters, a father, a mother, 2 brothers, 2 grandchildren.",58586.92,7916.36,76876.97,1,1,4,1,1,1,2,0,2
"The estate is worth $479,133.96. There are debts of $7,973.00. Funeral expenses amount to $9,072.61. A bequest of $2,510.40 was specified. The survivors include 1 sons, 5 daughters, a mother, 1 sisters, 2 grandchildren.",7973.0,9072.61,2510.4,0,0,1,5,0,1,0,1,2
"The estate is worth $242,233.87. There are debts of $23,758.28. Funeral expenses amount to $5,774.82. A bequest of $46,689.47 was specified. The survivors include a husband, 2 sons, 5 daughters, a father, 2 brothers, 3 sisters, 1 grandchildren.",23758.28,5774.82,46689.47,0,1,2,5,1,0,2,3,1
"The estate is worth $936,215.50. There are debts of $129,280.08. Funeral expenses amount to $6,681.78. A bequest of $89,539.75 was specified. The survivors include a husband, 4 sons, 1 daughters, a father, a mother, 1 brothers.",129280.08,6681.78,89539.75,0,1,4,1,1,1,1,0,0
"The estate is worth $906,949.90. There are debts of $221,329.91. Funeral expenses amount to $7,783.08. A bequest of $72,489.77 was specified. The survivors include a wife, a husband, 3 sons, 1 daughters, a father, 2 brothers, 3 sisters, 1 grandchildren.",221329.91,7783.08,72489.77,1,1,3,1,1,0,2,3,1
"The estate is worth $837,129.68. There are debts of $1,407.36. Funeral expenses amount to $3,765.71. A bequest of $53,369.89 was specified. The survivors include a wife, 4 sons, 5 daughters, a father, a mother, 3 brothers, 1 sisters.",1407.36,3765.71,53369.89,1,0,4,5,1,1,3,1,0
"The estate is worth $156,366.57. There are debts of $38,136.84. Funeral expenses amount to $1,575.67. A bequest of $1,576.76 was specified. The survivors include a wife, a husband, 3 daughters, a mother.",38136.84,1575.67,1576.76,1,1,0,3,0,1,0,0,0
"The estate is worth $114,633.26. There are debts of $10,150.71. Funeral expenses amount to $8,818.85. A bequest of $18,468.59 was specified. The survivors include a wife, 4 sons, 2 daughters, a father, a mother, 1 brothers, 1 sisters.",10150.71,8818.85,18468.59,1,0,4,2,1,1,1,1,0
"The estate is worth $377,627.34. There are debts of $40,267.40. Funeral expenses amount to $6,854.76. A bequest of $60,161.24 was specified. The survivors include 4 daughters, a father, 3 brothers, 2 sisters, 1 grandchildren.",40267.4,6854.76,60161.24,0,0,0,4,1,0,3,2,1
"The estate is worth $332,076.08. There are debts of $8,339.41. Funeral expenses amount to $1,194.30. A bequest of $4,455.76 was specified. The survivors include a wife, a husband, 2 daughters, a mother, 2 brothers, 2 sisters, 2 grandchildren.",8339.41,1194.3,4455.76,1,1,0,2,0,1,2,2,2
"The estate is worth $418,071.23. There are debts of $77,516.14. Funeral expenses amount to $6,746.71. A bequest of $27,637.44 was specified. The survivors include a husband, 2 sons, 1 brothers, 1 grandchildren.",77516.14,6746.71,27637.44,0,1,2,0,0,0,1,0,1
"The estate is worth $458,736.11. There are debts of $54,385.68. Funeral expenses amount to $7,437.18. A bequest of $41,726.98 was specified. The survivors include a husband, 5 sons, 2 daughters, 2 sisters.",54385.68,7437.18,41726.98,0,1,5,2,0,0,0,2,0
"The estate is worth $102,140.36. There are debts of $14,131.11. Funeral expenses amount to $1,189.03. A bequest of $26,260.68 was specified. The survivors include a husband, 3 sons, 2 daughters, a father, a mother, 1 sisters, 2 grandchildren.",14131.11,1189.03,26260.68,0,1,3,2,1,1,0,1,2
"The estate is worth $142,957.60. There are debts of $4,990.28. Funeral expenses amount to $9,771.36. A bequest of $10,391.58 was specified. The survivors include 4 sons, 2 daughters, a father, a mother, 2 brothers, 2 sisters.",4990.28,9771.36,10391.58,0,0,4,2,1,1,2,2,0
"The estate is worth $498,525.88. There are debts of $63,701.42. Funeral expenses amount to $7,146.18. A bequest of $137,700.80 was specified. The survivors include 3 sons, 1 grandchildren.",63701.42,7146.18,137700.8,0,0,3,0,0,0,0,0,1
"The estate is worth $668,531.93. There are debts of $53,442.47. Funeral expenses amount to $5,658.89. A bequest of $148,611.75 was specified. The survivors include a husband, 3 sons, 5 daughters, a mother, 3 brothers, 1 sisters, 2 grandchildren.",53442.47,5658.89,148611.75,0,1,3,5,0,1,3,1,2
"The estate is worth $825,547.15. There are debts of $31,902.86. Funeral expenses amount to $5,534.30. A bequest of $227,473.01 was specified. The survivors include a husband, 2 daughters, a mother, 1 brothers, 1 sisters, 2 grandchildren.",31902.86,5534.3,227473.01,0,1,0,2,0,1,1,1,2
"The estate is worth $153,140.98. There are debts of $32,814.34. Funeral expenses amount to $6,263.15. A bequest of $29,434.34 was specified. The survivors include 4 sons, 2 daughters, 1 brothers, 2 sisters, 1 grandchildren.",32814.34,6263.15,29434.34,0,0,4,2,0,0,1,2,1
"The estate is worth $62,112.36. There are debts of $12,821.80. Funeral expenses amount to $1,150.26. A bequest of $11,307.46 was specified. The survivors include 2 sons, 4 daughters, a mother, 1 brothers, 3 sisters, 2 grandchildren.",12821.8,1150.26,11307.46,0,0,2,4,0,1,1,3,2
"The estate is worth $320,476.78. There are debts of $19,311.19. Funeral expenses amount to $4,433.40. A bequest of $6,102.96 was specified. The survivors include a wife, a husband, 4 daughters, a mother, 3 brothers, 2 grandchildren.",19311.19,4433.4,6102.96,1,1,0,4,0,1,3,0,2
"The estate is worth $457,982.67. There are debts of $100,668.21. Funeral expenses amount to $3,524.39. A bequest of $114,395.21 was specified. The survivors include a husband, 1 sons, a mother, 2 brothers, 1 sisters, 1 grandchildren.",100668.21,3524.39,114395.21,0,1,1,0,0,1,2,1,1
"The estate is worth $797,315.05. There are debts of $20,758.38. Funeral expenses amount to $2,879.94. A bequest of $186,552.94 was specified. The survivors include a wife, 5 sons, a father, a mother, 3 brothers, 1 sisters.",20758.38,2879.94,186552.94,1,0,5,0,1,1,3,1,0
"The estate is worth $962,476.17. There are debts of $198,540.43. Funeral expenses amount to $3,549.37. A bequest of $175,451.87 was specified. The survivors include a wife, 3 sons, 3 daughters, a mother, 2 brothers, 2 sisters.",198540.43,3549.37,175451.87,1,0,3,3,0,1,2,2,0
"The estate is worth $790,343.58. There are debts of $141,983.16. Funeral expenses amount to $1,816.39. A bequest of $11,650.26 was specified. The survivors include a husband, 2 sons, 2 daughters, 2 brothers, 3 sisters, 1 grandchildren.",141983.16,1816.39,11650.26,0,1,2,2,0,0,2,3,1
"The estate is worth $314,909.69. There are debts of $8,304.21. Funeral expenses amount to $9,848.25. A bequest of $70,696.87 was specified. The survivors include a wife, a husband, 2 sons, 4 daughters, a mother, 2 grandchildren.",8304.21,9848.25,70696.87,1,1,2,4,0,1,0,0,2
"The estate is worth $711,572.99. There are debts of $148,600.50. Funeral expenses amount to $7,957.60. A bequest of $53,164.73 was specified. The survivors include a wife, a husband, 4 sons, a father, a mother, 3 sisters, 2 grandchildren.",148600.5,7957.6,53164.73,1,1,4,0,1,1,0,3,2
"The estate is worth $240,580.86. There are debts of $1,746.97. Funeral expenses amount to $2,477.36. A bequest of $6,830.98 was specified. The survivors include 3 sons, 4 daughters, a mother, 2 brothers, 3 sisters.",1746.97,2477.36,6830.98,0,0,3,4,0,1,2,3,0
"The estate is worth $565,814.26. There are debts of $93,384.59. Funeral expenses amount to $8,176.30. A bequest of $56,694.25 was specified. The survivors include a husband, 4 sons, 3 brothers, 1 grandchildren.",93384.59,8176.3,56694.25,0,1,4,0,0,0,3,0,1
"The estate is worth $986,793.48. There are debts of $210,868.53. Funeral expenses amount to $4,287.84. A bequest of $81,545.87 was specified. The survivors include 4 sons, 2 daughters, 3 sisters.",210868.53,4287.84,81545.87,0,0,4,2,0,0,0,3,0
"The estate is worth $66,036.16. There are debts of $15,021.94. Funeral expenses amount to $3,707.41. A bequest of $9,602.83 was specified. The survivors include 5 daughters, a father, 1 brothers, 1 sisters, 2 grandchildren.",15021.94,3707.41,9602.83,0,0,0,5,1,0,1,1,2
"The estate is worth $190,757.99. There are debts of $6,492.34. Funeral expenses amount to $7,502.84. A bequest of $38,727.27 was specified. The survivors include a husband, 1 sons, 4 daughters, 1 brothers, 2 sisters, 2 grandchildren.",6492.34,7502.84,38727.27,0,1,1,4,0,0,1,2,2
"The estate is worth $313,136.57. There are debts of $2,499.80. Funeral expenses amount to $2,316.77. A bequest of $30,603.73 was specified. The survivors include 1 sons, 3 daughters, a father, a mother, 3 brothers, 2 sisters.",2499.8,2316.77,30603.73,0,0,1,3,1,1,3,2,0
"The estate is worth $394,928.92. There are debts of $38,218.67. Funeral expenses amount to $6,040.71. A bequest of $7,974.11 was specified. The survivors include a wife, a husband, 3 sons, 5 daughters, 3 brothers, 1 sisters, 1 grandchildren.",38218.67,6040.71,7974.11,1,1,3,5,0,0,3,1,1
"The estate is worth $810,046.61. There are debts of $184,102.21. Funeral expenses amount to $4,467.31. A bequest of $98,926.41 was specified. The survivors include a husband, 4 sons, 1 daughters, a father, a mother, 3 brothers, 3 sisters, 2 grandchildren.",184102.21,4467.31,98926.41,0,1,4,1,1,1,3,3,2
"The estate is worth $804,590.15. There are debts of $79,277.66. Funeral expenses amount to $3,881.20. A bequest of $98,280.31 was specified. The survivors include a wife, a husband, 4 sons, 4 daughters, 3 brothers, 1 sisters.",79277.66,3881.2,98280.31,1,1,4,4,0,0,3,1,0
"The estate is worth $330,936.94. There are debts of $67,098.33. Funeral expenses amount to $9,449.05. A bequest of $66,505.02 was specified. The survivors include 4 sons, 1 daughters, 2 brothers, 3 sisters.",67098.33,9449.05,66505.02,0,0,4,1,0,0,2,3,0
"The estate is worth $556,602.14. There are debts of $4,967.14. Funeral expenses amount to $9,986.45. A bequest of $158,696.62 was specified. The survivors include 5 sons, 5 daughters, a father, 3 brothers, 3 sisters, 1 grandchildren.",4967.14,9986.45,158696.62,0,0,5,5,1,0,3,3,1
"The estate is worth $677,773.51. There are debts of $101,619.18. Funeral expenses amount to $4,924.77. A bequest of $151,986.15 was specified. The survivors include 5 sons, 4 daughters, 1 brothers, 3 sisters, 2 grandchildren.",101619.18,4924.77,151986.15,0,0,5,4,0,0,1,3,2
"The estate is worth $254,855.25. There are debts of $52,706.07. Funeral expenses amount to $3,777.57. A bequest of $57,242.79 was specified. The survivors include a wife, 4 sons, a father, a mother, 1 brothers, 3 sisters.",52706.07,3777.57,57242.79,1,0,4,0,1,1,1,3,0
"The estate is worth $192,310.34. There are debts of $44,917.19. Funeral expenses amount to $5,054.67. A bequest of $5,997.11 was specified. The survivors include 5 sons, 3 daughters, a father, a mother, 1 sisters, 2 grandchildren.",44917.19,5054.67,5997.11,0,0,5,3,1,1,0,1,2
"The estate is worth $626,699.74. There are debts of $90,067.51. Funeral expenses amount to $2,889.30. A bequest of $177,820.32 was specified. The survivors include a husband, a mother, 2 brothers.",90067.51,2889.3,177820.32,0,1,0,0,0,1,2,0,0
"The estate is worth $524,562.34. There are debts of $17,751.30. Funeral expenses amount to $7,890.63. A bequest of $713.88 was specified. The survivors include a husband, 1 sons, 3 daughters, a father, 2 brothers, 1 grandchildren.",17751.3,7890.63,713.88,0,1,1,3,1,0,2,0,1
"The estate is worth $183,812.27. There are debts of $21,845.98. Funeral expenses amount to $1,501.68. A bequest of $40,578.73 was specified. The survivors include a wife, a husband, 4 sons, 4 daughters, 3 brothers, 2 sisters, 2 grandchildren.",21845.98,1501.68,40578.73,1,1,4,4,0,0,3,2,2
"The estate is worth $489,718.68. There are debts of $116,415.12. Funeral expenses amount to $6,991.56. A bequest of $12,138.96 was specified. The survivors include 3 sons, 3 daughters, a father, 1 sisters.",116415.12,6991.56,12138.96,0,0,3,3,1,0,0,1,0
"The estate is worth $875,331.39. There are debts of $57,561.98. Funeral expenses amount to $3,641.47. A bequest of $217,815.38 was specified. The survivors include 4 sons, 1 daughters, 1 sisters, 1 grandchildren.",57561.98,3641.47,217815.38,0,0,4,1,0,0,0,1,1
"The estate is worth $847,506.92. There are debts of $102,119.88. Funeral expenses amount to $8,906.22. A bequest of $162,782.20 was specified. The survivors include a wife, 4 sons, 5 daughters, a father, a mother, 3 brothers, 3 sisters, 1 grandchildren.",102119.88,8906.22,162782.2,1,0,4,5,1,1,3,3,1
"The estate is worth $827,171.05. There are debts of $96,105.99. Funeral expenses amount to $2,991.42. A bequest of $80,531.64 was specified. The survivors include 1 sons, 3 daughters, a mother, 1 brothers, 3 sisters, 1 grandchildren.",96105.99,2991.42,80531.64,0,0,1,3,0,1,1,3,1
"The estate is worth $201,485.57. There are debts of $31,208.10. Funeral expenses amount to $5,605.35. A bequest of $42,202.19 was specified. The survivors include 4 sons, 4 daughters, 1 brothers, 1 sisters, 1 grandchildren.",31208.1,5605.35,42202.19,0,0,4,4,0,0,1,1,1
"The estate is worth $658,176.16. There are debts of $36,791.57. Funeral expenses amount to $4,886.42. A bequest of $64,436.38 was specified. The survivors include a wife, 1 sons, 4 daughters, 1 brothers, 1 sisters, 2 grandchildren.",36791.57,4886.42,64436.38,1,0,1,4,0,0,1,1,2
"The estate is worth $540,385.47. There are debts of $60,934.01. Funeral expenses amount to $7,375.83. A bequest of $21,617.40 was specified. The survivors include a wife, a husband, a mother, 3 brothers, 3 sisters, 2 grandchildren.",60934.01,7375.83,21617.4,1,1,0,0,0,1,3,3,2
"The estate is worth $605,841.39. There are debts of $60,096.78. Funeral expenses amount to $2,467.81. A bequest of $54,982.86 was specified. The survivors include a wife, a husband, 5 sons, 5 daughters, a mother, 2 brothers.",60096.78,2467.81,54982.86,1,1,5,5,0,1,2,0,0
"The estate is worth $96,646.94. There are debts of $13,350.66. Funeral expenses amount to $8,482.18. A bequest of $13,417.69 was specified. The survivors include a wife, 4 sons, 4 daughters, 1 brothers.",13350.66,8482.18,13417.69,1,0,4,4,0,0,1,0,0
"The estate is worth $830,591.79. There are debts of $161,810.17. Funeral expenses amount to $4,898.00. A bequest of $162,828.93 was specified. The survivors include a wife, 5 sons, 5 daughters, a father, a mother, 3 sisters, 2 grandchildren.",161810.17,4898.0,162828.93,1,0,5,5,1,1,0,3,2
